# PathPlanner CSV Format:
# timeSeconds, xPositionMeters, yPositionMeters, headingDegrees, velocityMetersPerSecond, accelerationMetersPerSecondSq, curvatureRadPerMeter, holonomicRotationDegrees, angularVelocityDegreesPerSec, holonomicAngularVelocityDegreesPerSec
 0.0,1.9,2.5,-0.00684758197374835,0.3,0.0,-0.019389137465739108,180.0,0.0,0.0
 0.034274786661428996,1.91204457741344,2.4999985605182045,-0.00684758197374835,0.402824359984287,3.000000000000001,-0.019389137465739108,180.0,-0.491256603443982,0.0
 0.06161237840627041,1.924177840435334,2.4999942664761794,-0.020277354440657383,0.4848371352188113,3.0000000000000013,-0.018725939920583724,180.0,-0.555999579985443,0.0
 0.08511093638369496,1.9363990852380415,2.4999871544789705,-0.033342542806369016,0.555332809151085,3.000000000000001,-0.018087644716569127,180.0,-0.6059679279293527,0.0
 0.10608673721711001,1.9487076079939223,2.4999772611316207,-0.046053205374052324,0.6182602116513302,3.0000000000000027,-0.01747303940652308,180.0,-0.6454669666871063,0.0
 0.12524463472637926,1.9611027048753369,2.499964623039175,-0.05841899536746282,0.6757339041791379,3.0000000000000013,-0.016880983413534036,180.0,-0.677018883888734,0.0
 0.14301398426630174,1.9735836720546445,2.4999492768066784,-0.07044918056040993,0.7290419527989054,3.0,-0.016310398532317423,180.0,-0.7022748191816456,0.0
 0.15967908578382478,1.9861498057042055,2.4999312590391742,-0.08215266171527219,0.7790372573514744,2.9999999999999964,-0.01576026956111968,180.0,-0.7223960315367643,1.8033498575022342e-12
 0.1754395935478424,1.9988004019963799,2.4999106063417065,-0.09353798997900287,0.8263187806435273,3.0,-0.015229636438556331,180.00000000000003,-0.73824124024089,-1.8944770122656632e-12
 0.1904419975075577,2.011534757103527,2.4998873553193204,-0.10461338328481794,0.8713259925226732,3.0,-0.014717592360592386,180.0,-0.7504693310107003,0.0
 0.20479749229132907,2.0243521671980083,2.49986154257706,-0.11538674185152244,0.9143924768739874,3.0000000000000058,-0.014223280208807624,180.0,-0.7596003176002852,0.0
 0.21859280107025872,2.0372519284521813,2.4998332047199687,-0.1258656627813914,0.9557784032107765,3.000000000000008,-0.013745888948616407,180.0,-0.7660537996512907,0.0
 0.2318970769459098,2.0502333370384083,2.4998023783530923,-0.13605745386754292,0.9956912308377297,3.0,-0.013284651861494952,180.0,-0.7571612700274211,0.0
 0.24498767360674095,2.0632956891290477,2.4997691000814743,-0.14596914666067454,1.0,0.3291499443384978,-0.012838841984396865,180.0,-0.7333657436256599,2.1625570599325388e-12
 0.25813031384361435,2.07643828089646,2.499733406510159,-0.15560750879119373,1.0,0.0,-0.012407771257941402,180.00000000000003,-0.7087745842039758,-2.1495475184528316e-12
 0.27135249627336633,2.089660408513005,2.4996953342441905,-0.1649790556451103,1.0,0.0,-0.011990787335158041,180.0,-0.6849854425430328,0.0
 0.28465351730984473,2.1029613681510426,2.4996549198886133,-0.17409006142605665,1.0,0.0,-0.011587271292504104,180.0,-0.6619631428905898,0.0
 0.2980326733444448,2.116340455982933,2.499612200048472,-0.1829465696039441,1.0,0.0,-0.011196636332511138,180.0,-0.639674308452751,0.0
 0.31148926074699956,2.129796968181036,2.4995672113288103,-0.19155440284480732,1.0,0.0,-0.010818325494387503,180.0,-0.6180872515119801,-2.1001291390289943e-12
 0.3250225758666331,2.143330200917711,2.4995199903346736,-0.19991917239094714,1.0,0.0,-0.0104518082355342,179.99999999999997,-0.5971718764134258,2.088397466169035e-12
 0.3386319150325826,2.1569394503653188,2.499470573671105,-0.20804628699742395,1.0,0.0,-0.010096582757344062,180.0,-0.5768995818910194,0.0
 0.3523165745549827,2.1706240126962193,2.499418997943149,-0.21594096135421753,1.0,0.0,-0.009752171032681603,180.0,-0.5572431779359457,0.0
 0.3660758507256186,2.184383184082771,2.499365299755851,-0.22360822413364098,1.0,0.0,-0.009418118471080936,180.0,-0.5381768031136647,0.0
 0.37990903981865565,2.198216260697336,2.4993095157142533,-0.2310529256165985,1.0,0.0,-0.009093991968125775,180.0,-0.5196758452812311,2.0437865271161854e-12
 0.3938154380913302,2.212122538712273,2.499251682423402,-0.23827974489376808,1.0,0.0,-0.008779379606128943,180.00000000000003,-0.5017168762210049,-2.0331858673611076e-12
 0.40779434178462254,2.2261013142999415,2.4991918364883405,-0.245293196787761,1.0,0.0,-0.008473889848277327,180.0,-0.4842775796729965,-2.0227959197858192e-12
 0.42184504712390036,2.240151883632702,2.4991300145141135,-0.2520976383621649,1.0,0.0,-0.008177148323229353,179.99999999999997,-0.46733669192751615,0.0
 0.43596685031953747,2.2542735428829146,2.4990662531057652,-0.25869727515166535,1.0,0.0,-0.0078887992760863,179.99999999999997,-0.4508739425305299,4.005258514070049e-12
 0.45015904756751113,2.268465588222939,2.4990005888683395,-0.2650961670780302,1.0,0.0,-0.007608502246004573,180.00000000000003,-0.4348699989365792,-1.9928434763876324e-12
 0.4644209350499757,2.2827273158251358,2.4989330584068816,-0.2712982340723632,1.0,0.0,-0.007335934879493438,180.0,-0.4193064171450256,0.0
 0.4787518089358159,2.2970580218618633,2.498863698326435,-0.27730726145599205,1.0,0.0,-0.007070785628782154,180.0,-0.4041655903562559,0.0
 0.49315096538118397,2.3114570025054832,2.4987925452320443,-0.2831269050213663,1.0,0.0,-0.006812760430521135,180.0,-0.3894307070317482,0.0
 0.5076177005300088,2.3259235539283543,2.4987196357287536,-0.2887606959188142,1.0,0.0,-0.006561576552313408,180.0,-0.3750857058834445,0.0
