# PathPlanner CSV Format:
# timeSeconds, xPositionMeters, yPositionMeters, headingDegrees, velocityMetersPerSecond, accelerationMetersPerSecondSq, curvatureRadPerMeter, holonomicRotationDegrees, angularVelocityDegreesPerSec, holonomicAngularVelocityDegreesPerSec
 0.0,2.0,0.98,62.06459784585319,0,3.0,0.37474099122578947,180.0,0.0,0.0
 0.06313196966712907,2.002800767700584,0.9852818353429912,62.06459784585319,0.18939590900138722,3.0,0.37474099122578947,180.0,4.907791481923308,0.0
 0.08929431960414527,2.0055912202944275,0.9905728320470378,62.192997204021175,0.26788295881243585,3.0000000000000004,0.3711243592424271,180.0,6.3351046389891925,0.0
 0.1093774864216889,2.0083714005662334,0.9958728402457583,62.32022616729259,0.32813245926506673,3.0,0.3675394960627933,180.0,7.443048464748454,0.0
 0.12631495132802784,2.0111413513007035,1.0011817100727718,62.44629253946045,0.3789448539840835,2.9999999999999982,0.3639860083508329,180.0,8.367706793725556,0.0
 0.14124275718778365,2.0139011152825415,1.0064992916616973,62.57120404196854,0.4237282715633509,2.9999999999999982,0.3604635031193638,180.0,9.167272958031646,0.0
 0.15474342115985684,2.01665073529645,1.0118254351461533,62.6949683137152,0.46423026347957047,2.999999999999998,0.3569715879050285,180.0,9.873559866141076,0.0
 0.16716291308732342,2.019390254127132,1.0171599906597593,62.8175929107681,0.5014887392619702,3.000000000000002,0.35350987012819474,180.0,10.506370473494309,2.4578411495215623e-12
 0.17872660158523002,2.02211971455929,1.0225028083361334,62.93908530616719,0.53617980475569,3.000000000000002,0.3500779583413632,180.00000000000003,11.079092852053611,-2.6160428621052275e-12
 0.18959099140166139,2.0248391593776267,1.027853738308895,63.05945288972434,0.5687729742049842,3.0000000000000027,0.34667546113136394,180.0,11.60131622890198,0.0
 0.19987000420975987,2.0275486313668454,1.0332126307116631,63.178702967832024,0.5996100126292796,2.9999999999999973,0.3433019882928161,180.0,12.080209671663253,0.0
 0.20964961886167463,2.030248173311649,1.0385793356780564,63.29684276333522,0.6289488565850239,2.9999999999999973,0.3399571499875964,180.0,12.52131356503953,0.0
 0.21899661360360612,2.032937827996739,1.043953703341694,63.41387941538972,0.6569898408108182,2.999999999999991,0.33664055737468707,180.0,12.92902433464329,0.0
 0.2279640778849379,2.035617638206821,1.0493355838361944,63.529819979303106,0.6838922336548136,3.0,0.33335182221607035,180.0,13.30690679569901,3.292993231775095e-12
 0.2365950429158266,2.038287646726595,1.0547248272951766,63.644671426526074,0.7097851287474797,3.000000000000003,0.3300905571336489,180.00000000000003,13.657903820778778,-3.412003535713443e-12
 0.24492496084613175,2.0409478963407643,1.0601212838522596,63.75844064445317,0.7347748825383951,2.99999999999999,0.32685637607103823,180.0,13.984482002059766,0.0
 0.2529834496737347,2.0435984298340326,1.0655248036410623,63.87113443642658,0.758950349021204,3.0,0.3236488936954374,180.0,14.288735729397132,0.0
 0.2607955533723667,2.046239289991102,1.0709352367952034,63.982759521666985,0.7823866601170999,2.999999999999993,0.32046772555693487,180.0,14.572463416325425,0.0
 0.26838267233665153,2.0488705195966763,1.0763524334483021,64.09332253520934,0.8051480170099544,3.000000000000007,0.3173124883535399,180.0,14.837224519791238,-3.8508715130783925e-12
 0.2757632638037721,2.0514921614354575,1.0817762437339773,64.20283002789584,0.827289791411316,2.999999999999985,0.31418280010666505,179.99999999999997,15.084382970163887,3.9528869850925405e-12
 0.28295337815249755,2.0541042582921487,1.0872065177858476,64.31128846633129,0.8488601344574922,2.999999999999977,0.3110782795280233,180.0,15.3151408116076,0.0
 0.28996707576633735,2.056706852951452,1.092643105737532,64.4187042328973,0.8699012272990116,3.000000000000008,0.307998546480002,180.0,15.53056461481056,0.0
 0.2968167554432704,2.059299988198071,1.0980858577226495,64.52508362571065,0.8904502663298108,3.0,0.3049432223555548,180.0,15.731606518428508,0.0
 0.3035134162620911,2.061883706816708,1.1035346238748187,64.63043285869972,0.9105402487862729,3.0,0.3019119292195633,180.0,15.919121134380111,4.336906355883241e-12
 0.3100668686768172,2.064458051592067,1.1089892543276592,64.73475806153814,0.9302006060304512,2.9999999999999916,0.2989042906973322,180.00000000000003,16.09387934261126,-4.427721220487385e-12
 0.3164859063747858,2.0670230653088497,1.114449599214789,64.83806527974492,0.9494577191243571,3.0000000000000173,0.29591993109659953,180.0,16.256579582147054,-4.516730053839681e-12
 0.32277844745906925,2.0695787907517587,1.1199155086698274,64.9403604746555,0.9683353423772074,3.0,0.2929584760937932,179.99999999999997,16.407857235599636,0.0
 0.3289516513924175,2.0721252707054973,1.1253868328263934,65.04164952348013,0.9868549541772521,2.999999999999991,0.29001955280561853,179.99999999999997,16.548292455533833,9.379536858715002e-12
 0.3350120166020272,2.0746625479547682,1.1308634218181057,65.14193821935608,1.0050360498060813,3.0000000000000275,0.28710278898362146,180.00000000000003,16.67841674402898,-4.773993052696636e-12
 0.34096546251547477,2.077190665284275,1.1363451257785835,65.2412322713636,1.022896387546424,3.0,0.2842078138244628,180.0,16.798718545336143,0.0
 0.3468173989591142,2.0797096654787186,1.1418317948414454,65.3395373046255,1.0404521968773424,3.0000000000000093,0.28133425748200563,180.0,16.909647977025223,0.0
 0.352572785219553,2.082219591322804,1.1473232791403103,65.43685886026132,1.0577183556586587,2.999999999999981,0.27848175179398454,180.0,17.01162094770692,0.0
 0.3582361805896687,2.084720485601232,1.152819428808797,65.53320239557473,1.0747085417690059,3.0,0.27564992853625325,180.0,17.105022628650673,0.0
